       nan        nan        nan        nan        nan        nan        nan        nan        nan 21524.42650        nan        nan        nan        nan        nan        nan        nan        nan 21521.74200 21479.36850        nan        nan        nan        nan        nan        nan        nan
21527.49450        nan        nan 21562.40800        nan        nan        nan        nan        nan 21524.81000 21482.43650        nan 21559.72350 21517.35000        nan        nan        nan        nan 21519.43750 21476.75000 21441.09700 21554.35100 21511.66350 21476.01050        nan        nan        nan
21530.95500 21488.58150        nan 21566.38650 21524.01300        nan 21595.60800 21553.23450        nan 21525.58250 21482.89500 21447.24200 21561.01400 21518.32650 21482.67350 21590.23550 21547.54800 21511.89500 21517.51800 21474.35950 21437.90800 21552.94950 21509.79100 21473.33950 21582.17100 21539.01250 21502.56100
21534.82000 21492.13250 21456.47950 21571.03150 21528.34400 21492.69100 21601.59500 21558.90750 21523.25450 21526.75550 21483.59700 21447.14550 21562.96700 21519.80850 21483.35700 21593.53050 21550.37200 21513.92050 21515.99350 21472.20700 21434.72250 21552.20500 21508.41850 21470.93400 21582.76850 21538.98200 21501.49750
21539.10700 21495.94850 21459.49700 21576.35550 21533.19700 21496.74550 21608.60400 21565.44550 21528.99400 21528.34500 21484.55850 21447.07400 21565.59350 21521.80700 21484.32250 21597.84200 21554.05550 21516.57100 21514.87500 21470.30700 21431.57900 21552.12350 21507.55550 21468.82750 21584.37200 21539.80400 21501.07600
21543.83600 21500.04950 21462.56500 21582.37000 21538.58350 21501.09900 21616.58650 21572.80000 21535.31550 21530.36600 21485.79800 21447.07000 21568.90000 21524.33200 21485.60400 21603.11650 21558.54850 21519.82050 21514.18050 21468.67950 21428.52000 21552.71450 21507.21350 21467.05400 21586.93100 21541.43000 21501.27050
21549.02300 21504.45500 21465.72700 21589.07750 21544.50950 21505.78150 21625.48800 21580.92000 21542.19200 21532.83750 21487.33650 21447.17700 21572.89200 21527.39100 21487.23150 21609.30250 21563.80150 21523.64200 21513.92550 21467.34450 21425.58950 21553.98000 21507.39900 21465.64400 21590.39050 21543.80950 21502.05450
21554.68800 21509.18700 21469.02750 21596.47750 21550.97650 21510.81700 21635.26300 21589.76200 21549.60250 21535.77600 21489.19500 21447.44000 21577.56550 21530.98450 21489.22950 21616.35100 21569.77000 21528.01500 21514.12700 21466.32700 21422.83350 21555.91650 21508.11650 21464.62300 21594.70200 21546.90200 21503.40850
21560.84350 21514.26250 21472.50750 21604.56150 21557.98050 21516.22550 21645.86700 21599.28600 21557.53100 21539.19450 21491.39450 21447.90100 21582.91250 21535.11250 21491.61900 21624.21800 21576.41800 21532.92450 21514.79800 21465.64650 21420.29200 21558.51600 21509.36450 21464.01000 21599.82150 21550.67000 21505.31550
21567.50250 21519.70250 21476.20900 21613.32050 21565.52050 21522.02700 21657.26050 21609.46050 21565.96700 21543.10600 21493.95450 21448.60000 21588.92400 21539.77250 21494.41800 21632.86400 21583.71250 21538.35800 21515.95250 21465.32550 21418.00450 21561.77050 21511.14350 21463.82250 21605.71050 21555.08350 21507.76250
