       nan        nan        nan        nan        nan        nan        nan        nan        nan  448.77021        nan        nan        nan        nan        nan        nan        nan        nan  448.82632  449.68770        nan        nan        nan        nan        nan        nan        nan
 448.70565        nan        nan  447.94332        nan        nan        nan        nan        nan  448.76174  449.62288        nan  447.99922  448.85743        nan        nan        nan        nan  448.87403  449.74237  450.46665  448.11113  448.97651  449.69833        nan        nan        nan
 448.63251  449.49315        nan  447.85998  448.71766        nan  447.22345  448.07869        nan  448.74474  449.61257  450.33644  447.97182  448.83667  449.55804  447.33497  448.19736  448.91667  448.91330  449.79196  450.53394  448.13981  449.01544  449.75486  447.50248  448.37562  449.11293
 448.55054  449.41762  450.14086  447.76264  448.62668  449.34737  447.09959  447.96107  448.67962  448.71895  449.59685  450.33819  447.93047  448.80529  449.54401  447.26692  448.13914  448.87568  448.94396  449.83629  450.60105  448.15469  449.04388  449.80594  447.49047  448.37703  449.13683
 448.45944  449.33633  450.07681  447.65103  448.52475  449.26256  446.95452  447.82553  448.56103  448.68419  449.57549  450.33936  447.87497  448.76305  449.52416  447.17776  448.06308  448.82181  448.96580  449.87513  450.66722  448.15556  449.06161  449.85083  447.45748  448.36071  449.14747
 448.35893  449.24893  450.01169  447.52503  448.41172  449.17164  446.78931  447.67309  448.43050  448.64013  449.54813  450.33907  447.80518  448.70981  449.49780  447.06855  447.97020  448.75559  448.97856  449.90812  450.73154  448.14236  449.06845  449.88880  447.40461  448.32766  449.14530
 448.24863  449.15505  449.94461  447.38457  448.28749  449.07400  446.60500  447.50478  448.28854  448.58647  449.51441  450.33639  447.72111  448.64546  449.46426  446.94037  447.86150  448.67744  448.98193  449.93484  450.79305  448.11503  449.06427  449.91916  447.33292  448.27884  449.13074
 448.12831  449.05435  449.87464  447.22975  448.15208  448.96907  446.40257  447.32149  448.13546  448.52295  449.47392  450.33037  447.62282  448.56996  449.42297  446.79418  447.73782  448.58767  448.97563  449.95486  450.85090  448.07367  449.04897  449.94140  447.24337  448.21506  449.10417
 447.99770  448.94644  449.80088  447.06072  448.00549  448.85635  446.18298  447.12404  447.97155  448.44932  449.42625  450.32018  447.51045  448.48330  449.37347  446.63094  447.59996  448.48663  448.95941  449.96777  450.90415  448.01841  449.02254  449.95498  447.13690  448.13708  449.06585
 447.85658  448.83094  449.72250  446.87772  447.84782  448.73547  445.94706  446.91311  447.79706  448.36533  449.37102  450.30491  447.38425  448.38553  449.31533  446.45147  447.44858  448.37450  448.93303  449.97310  450.95200  447.94946  448.98498  449.95958  447.01433  448.04553  449.01605
 447.70482  448.70755  449.63868  446.68103  447.67917  448.60603  445.69557  446.68931  447.61208  448.27084  449.30785  450.28386  447.24446  448.27672  449.24825  446.25652  447.28422  448.25144  448.89629  449.97047  450.99375  447.86704  448.93630  449.95487  446.87636  447.94088  448.95494
 447.54231  448.57595  449.54877  446.47095  447.49963  448.46779  445.42918  446.45307  447.41669  448.16572  449.23641  450.25634  447.09137  448.15693  449.17196  446.04671  447.10729  448.11756  448.84905  449.95952  451.02873  447.77143  448.87656  449.94063  446.72359  447.82355  448.88263
 447.36896  448.43584  449.45214  446.24776  447.30929  448.32048  445.14851  446.20481  447.21101  448.04986  449.15637  450.22177  446.92525  448.02620  449.08624  445.82266  446.91819  447.97298  448.79118  449.93990  451.05638  447.66284  448.80579  449.91664  446.55662  447.69392  448.79926
 447.18476  448.28700  449.34827  446.01178  447.10824  448.16393  444.85410  445.94486  446.99506  447.92322  449.06749  450.17964  446.74636  447.88463  448.99092  445.58486  446.71721  447.81774  448.72258  449.91132  451.07620  447.54152  448.72401  449.88274  446.37589  447.55222  448.70490
 446.98969  448.12920  449.23670  445.76330  446.89656  447.99796  444.54642  445.67349  446.76887  447.78572  448.96950  450.12950  446.55496  447.73223  448.88584  445.33377  446.50460  447.65188  448.64318  449.87354  451.08777  447.40771  448.63129  449.83882  446.18185  447.39873  448.59962
 446.78378  447.96226  449.11706  445.50256  446.67428  447.82244  444.22591  445.39092  446.53248  447.63740  448.86225  450.07102  446.35129  447.56909  448.77091  445.06978  446.28059  447.47548  448.55297  449.82634  451.09077  447.26160  448.52763  449.78476  445.97486  447.23361  448.48349
 446.56705  447.78603  448.98901  445.22985  446.44154  447.63729  443.89294  445.09735  446.28591  447.47824  448.74550  450.00385  446.13559  447.39524  448.64602  444.79324  446.04532  447.28855  448.45188  449.76952  451.08483  447.10339  448.41310  449.72049  445.75522  447.05704  448.35651
 446.33951  447.60033  448.85225  444.94537  446.19831  447.44240  443.54787  444.79293  446.02919  447.30820  448.61911  449.92770  445.90801  447.21072  448.51109  444.50446  445.79897  447.09113  448.33990  449.70290  451.06970  446.93326  448.28770  449.64590  445.52325  446.86916  448.21876
 446.10123  447.40507  448.70658  444.64934  445.94469  447.23770  443.19096  444.47782  445.76233  447.12737  448.48299  449.84237  445.66880  447.01558  448.36606  444.20374  445.54167  446.88325  448.21705  449.62637  451.04515  446.75137  448.15147  449.56095  445.27919  446.67007  448.07023
 445.85228  447.20017  448.55177  444.34195  445.68071  447.02313  442.82254  444.15215  445.48537  446.93574  448.33701  449.74765  445.41808  446.80983  448.21086  443.89132  445.27352  446.66492  448.08331  449.53980  451.01099  446.55785  448.00443  449.46557  445.02328  446.45991  447.91099
