       nan        nan        nan        nan        nan        nan        nan        nan        nan 27249.68550        nan        nan        nan        nan        nan        nan        nan        nan 27246.83400 27203.99850        nan        nan        nan        nan        nan        nan        nan
27252.83400        nan        nan 27289.60150        nan        nan        nan        nan        nan 27249.98250 27207.14700        nan 27286.75000 27243.91450        nan        nan        nan        nan 27244.27700 27201.09250 27165.31650 27281.04450 27237.86000 27202.08400        nan        nan        nan
27256.28800 27213.45250        nan 27293.57300 27250.73750        nan 27324.38500 27281.54950        nan 27250.58250 27207.39800 27171.62200 27287.86750 27244.68300 27208.90700 27318.67950 27275.49500 27239.71900 27242.01650 27198.30850 27161.62400 27279.30150 27235.59350 27198.90900 27310.11350 27266.40550 27229.72100
27260.05900 27216.87450 27181.09850 27298.12300 27254.93850 27219.16250 27330.27000 27287.08550 27251.30950 27251.49300 27207.78500 27171.10050 27289.55700 27245.84900 27209.16450 27321.70400 27277.99600 27241.31150 27240.05900 27195.65250 27157.79750 27278.12300 27233.71650 27195.86150 27310.27000 27265.86350 27228.00850
27264.16250 27220.45450 27183.77000 27303.26200 27259.55400 27222.86950 27337.09000 27293.38200 27256.69750 27252.72850 27208.32200 27170.46700 27291.82800 27247.42150 27209.56650 27325.65600 27281.24950 27243.39450 27238.41550 27193.13800 27153.88000 27277.51500 27232.23750 27192.97950 27311.34300 27266.06550 27226.80750
27268.61400 27224.20750 27186.35250 27308.99900 27264.59250 27226.73750 27344.79650 27300.39000 27262.53500 27254.30100 27209.02350 27169.76550 27294.68600 27249.40850 27210.15050 27330.48350 27285.20600 27245.94800 27237.09800 27190.78100 27149.91500 27277.48300 27231.16600 27190.30000 27313.28050 27266.96350 27226.09750
27273.43000 27228.15250 27188.89450 27315.33500 27270.05750 27230.79950 27353.33650 27308.05900 27268.80100 27256.22700 27209.91000 27169.04400 27298.13200 27251.81500 27210.94900 27336.13350 27289.81650 27248.95050 27236.12100 27188.60200 27145.95300 27278.02600 27230.50700 27187.85800 27316.02750 27268.50850 27225.85950
27278.62500 27232.30800 27191.44200 27322.26800 27275.95100 27235.08500 27362.66200 27316.34500 27275.47900 27258.51900 27211.00000 27168.35100 27302.16200 27254.64300 27211.99400 27342.55600 27295.03700 27252.38800 27235.49750 27186.62150 27142.03800 27279.14050 27230.26450 27185.68100 27319.53450 27270.65850 27226.07500
27284.21050 27236.69150 27194.04250 27329.78850 27282.26950 27239.62050 27372.72700 27325.20800 27282.55900 27261.18900 27212.31300 27167.72950 27306.76700 27257.89100 27213.30750 27349.70550 27300.82950 27256.24600 27235.24000 27184.86150 27138.21500 27280.81800 27230.43950 27183.79300 27323.75650 27273.37800 27226.73150
27290.19700 27241.32100 27196.73750 27337.88650 27289.01050 27244.42700 27383.49100 27334.61500 27290.03150 27264.24800 27213.86950 27167.22300 27311.93750 27261.55900 27214.91250 27357.54200 27307.16350 27260.51700 27235.35800 27183.34350 27134.52400 27283.04750 27231.03300 27182.21350 27328.65200 27276.63750 27227.81800
27296.59250 27246.21400 27199.56750 27346.54800 27296.16950 27249.52300 27394.91800 27344.53950 27297.89300 27267.70250 27215.68800 27166.86850 27317.65800 27265.64350 27216.82400 27366.02800 27314.01350 27265.19400 27235.86150 27182.08500 27131.00200 27285.81700 27232.04050 27180.95750 27334.18700 27280.41050 27229.32750
27303.40150 27251.38700 27202.56750 27355.75800 27303.74350 27254.92400 27406.97500 27354.96050 27306.14100 27271.56050 27217.78400 27166.70100 27323.91700 27270.14050 27219.05750 27375.13400 27321.35750 27270.27450 27236.75750 27181.10650 27127.67950 27289.11400 27233.46300 27180.03600 27340.33100 27284.68000 27231.25300
27310.62850 27256.85200 27205.76900 27365.50350 27311.72700 27260.64400 27419.63400 27365.85750 27314.77450 27275.82550 27220.17450 27166.74750 27330.70050 27275.04950 27221.62250 27384.83100 27329.18000 27275.75300 27238.05200 27180.42350 27124.58600 27292.92700 27235.29850 27179.46100 27347.05750 27289.42900 27233.59150
27318.27400 27262.62300 27209.19600 27375.77000 27320.11900 27266.69200 27432.86950 27377.21850 27323.79150 27280.50050 27222.87200 27167.03450 27337.99650 27280.36800 27224.53050 27395.09600 27337.46750 27281.63000 27239.74850 27180.04900 27121.74300 27297.24450 27237.54500 27179.23900 27354.34400 27294.64450 27236.33850
