       nan        nan        nan        nan        nan        nan        nan        nan        nan 28582.30250        nan        nan        nan        nan        nan        nan        nan        nan 28579.38650 28536.42350        nan        nan        nan        nan        nan        nan        nan
28585.50850        nan        nan 28623.43650        nan        nan        nan        nan        nan 28582.59250 28539.62950        nan 28620.52050 28577.55750        nan        nan        nan        nan 28576.75750 28533.43100 28497.64100 28614.68550 28571.35900 28535.56900        nan        nan        nan
28589.01150 28546.04850        nan 28627.46000 28584.49700        nan 28659.24000 28616.27700        nan 28583.17650 28539.85000 28504.06000 28621.62500 28578.29850 28542.50850 28653.40500 28610.07850 28574.28850 28574.41650 28530.54400 28493.80000 28612.86500 28568.99250 28532.24850 28644.64500 28600.77250 28564.02850
28592.82450 28549.49800 28513.70800 28632.05350 28588.72700 28552.93700 28665.17400 28621.84750 28586.05750 28584.06450 28540.19200 28503.44800 28623.29350 28579.42100 28542.67700 28656.41400 28612.54150 28575.79750 28572.37000 28527.76950 28489.79900 28611.59900 28566.99850 28529.02800 28644.71950 28600.11900 28562.14850
28596.96050 28553.08800 28516.34400 28637.22950 28593.35700 28556.61300 28672.04100 28628.16850 28591.42450 28585.26600 28540.66550 28502.69500 28625.53500 28580.93450 28542.96400 28660.34650 28615.74600 28577.77550 28570.62600 28525.11750 28485.67850 28610.89500 28565.38650 28525.94750 28645.70650 28600.19800 28560.75900
28601.43450 28556.83400 28518.86350 28642.99400 28598.39350 28560.42300 28679.78900 28635.18850 28597.21800 28586.79450 28541.28600 28501.84700 28628.35400 28582.84550 28543.40650 28665.14900 28619.64050 28580.20150 28569.19650 28522.60400 28481.48650 28610.75600 28564.16350 28523.04600 28647.55100 28600.95850 28559.84100
28606.26200 28560.75350 28521.31450 28649.34900 28603.84050 28564.40150 28688.36550 28642.85700 28603.41800 28588.66400 28542.07150 28500.95400 28631.75100 28585.15850 28544.04100 28670.76750 28624.17500 28583.05750 28568.09450 28520.24950 28477.27200 28611.18150 28563.33650 28520.35900 28650.19800 28602.35300 28559.37550
28611.45550 28564.86300 28523.74550 28656.29000 28609.69750 28568.58000 28697.72250 28651.13000 28610.01250 28590.88600 28543.04100 28500.06350 28635.72050 28587.87550 28544.89800 28677.15300 28629.30800 28586.33050 28567.33100 28518.07250 28473.08200 28612.16550 28562.90700 28517.91650 28653.59800 28604.33950 28559.34900
28617.02600 28569.18100 28526.20350 28663.80900 28615.96400 28572.98650 28707.81250 28659.96750 28616.99000 28593.47100 28544.21250 28499.22200 28640.25400 28590.99550 28546.00500 28684.25750 28634.99900 28590.00850 28566.91800 28516.09550 28468.96150 28613.70100 28562.87850 28515.74450 28657.70450 28606.88200 28559.74800
28622.98350 28573.72500 28528.73450 28671.89300 28622.63450 28577.64400 28718.59350 28669.33500 28624.34450 28596.43050 28545.60800 28498.47400 28645.34000 28594.51750 28547.38350 28692.04050 28641.21800 28594.08400 28566.86500 28514.34000 28464.95200 28615.77450 28563.24950 28513.86150 28662.47500 28609.95000 28560.56200
28629.33500 28578.51250 28531.37850 28680.52950 28629.70700 28582.57300 28730.02900 28679.20650 28632.07250 28599.76950 28547.24450 28497.85650 28650.96400 28598.43900 28549.05100 28700.46350 28647.93850 28598.55050 28567.18100 28512.82500 28461.09050 28618.37550 28564.01950 28512.28500 28667.87500 28613.51900 28561.78450
