4.731300699999999892e+02 3.130237209427072509e-01
4.731454800000000205e+02 3.135352289141854487e-01
4.731608899999999949e+02 3.165276463353423053e-01
4.731763000000000261e+02 3.196599142505737734e-01
4.731917100000000005e+02 3.221274133789028826e-01
4.732071199999999749e+02 3.269762024268850209e-01
4.732225300000000061e+02 3.420187514607671564e-01
4.732379500000000121e+02 3.563160697796492471e-01
4.732533599999999865e+02 3.661439195687240522e-01
4.732687700000000177e+02 3.761173671324518075e-01
4.732841799999999921e+02 3.846635733525420320e-01
4.732995900000000233e+02 3.792304774457552763e-01
4.733149999999999977e+02 3.745694328966677200e-01
4.733304099999999721e+02 3.669772752525929937e-01
4.733458299999999781e+02 3.534864919748805789e-01
4.733612400000000093e+02 3.459652174579395112e-01
4.733766499999999837e+02 3.385397309506384955e-01
4.733920600000000150e+02 3.289130359818079330e-01
4.734074699999999893e+02 3.278497890748027777e-01
4.734228800000000206e+02 3.224415980505224155e-01
4.734382899999999950e+02 3.210890713544041208e-01
4.734537000000000262e+02 3.173131080143911653e-01
4.734691199999999753e+02 3.147804730395067918e-01
4.734845300000000066e+02 3.145026878115504965e-01
4.734999399999999810e+02 3.167728636400209963e-01
4.735153500000000122e+02 3.210220197476560400e-01
4.735307599999999866e+02 3.277942320292114853e-01
4.735461700000000178e+02 3.297310655841344529e-01
4.735615799999999922e+02 3.340012950538903125e-01
4.735769999999999982e+02 3.457123371124896094e-01
4.735924099999999726e+02 3.560995888778626384e-01
4.736078200000000038e+02 3.546972524167315011e-01
4.736232299999999782e+02 3.547259888196235278e-01
4.736386400000000094e+02 3.454230573233764701e-01
4.736540499999999838e+02 3.387964428164740305e-01
4.736694600000000150e+02 3.324437820171421976e-01
4.736848800000000210e+02 3.339419064879134424e-01
4.737002899999999954e+02 3.294532803561781575e-01
4.737157000000000266e+02 3.270202649113194693e-01
4.737311100000000010e+02 3.268861616978233076e-01
4.737465199999999754e+02 3.296276145337231345e-01
4.737619300000000067e+02 3.332445697777334792e-01
4.737773399999999810e+02 3.354476939994558982e-01
4.737927599999999870e+02 3.377178698279263980e-01
4.738081399999999803e+02 3.518887479740835933e-01
4.738235500000000116e+02 3.663144222258834515e-01
4.738389599999999859e+02 3.812247838064622418e-01
4.738543700000000172e+02 3.870237899100741896e-01
4.738697799999999916e+02 3.886617648749199905e-01
4.738851900000000228e+02 3.938860429206913483e-01
4.739005999999999972e+02 3.969321016272466807e-01
4.739160200000000032e+02 3.839528263210124637e-01
4.739314299999999776e+02 3.842114539470407042e-01
4.739468400000000088e+02 3.712628308038912750e-01
4.739622499999999832e+02 3.585479304042636928e-01
4.739776600000000144e+02 3.477507059576310233e-01
4.739930699999999888e+02 3.433597835957286071e-01
4.740084800000000200e+02 3.300203453732475367e-01
4.740239000000000260e+02 3.221695601031445144e-01
4.740393100000000004e+02 3.234282145498155181e-01
4.740547199999999748e+02 3.257098849394428064e-01
4.740701300000000060e+02 3.178035426237485472e-01
4.740855399999999804e+02 3.239263121999440553e-01
4.741009199999999737e+02 3.248075618886330229e-01
4.741163300000000049e+02 3.222557693118206501e-01
4.741317399999999793e+02 3.239224806795584777e-01
4.741471599999999853e+02 3.254934040376561977e-01
4.741625700000000165e+02 3.331947600127206366e-01
4.741779799999999909e+02 3.377964159958313228e-01
4.741933900000000222e+02 3.473982060821554363e-01
4.742087999999999965e+02 3.456663588678623444e-01
4.742242100000000278e+02 3.408463062227722329e-01
4.742396200000000022e+02 3.360415796592245985e-01
4.742550400000000081e+02 3.343020694041602403e-01
4.742704499999999825e+02 3.344189307759212193e-01
4.742858600000000138e+02 3.345530339894173255e-01
