3.051352800000000229e+02 4.952928187290017020e-02 5.163044482612707403e-02
3.051428500000000099e+02 4.973110301188370108e-02 5.118928110543904952e-02
3.051504199999999969e+02 4.879322830719552001e-02 5.098969284661944434e-02
3.051579899999999839e+02 4.950553820949034345e-02 5.101973077382142979e-02
3.051655600000000277e+02 4.998041147768689241e-02 5.127703212777941222e-02
3.051731300000000147e+02 5.040779741906378786e-02 5.174353113386924441e-02
3.051807299999999827e+02 5.203423836263697255e-02 5.228372098944268631e-02
3.051882899999999950e+02 5.009912979473603312e-02 5.250151986000281545e-02
3.051958599999999819e+02 5.077582420191611295e-02 5.213596899750875396e-02
3.052034300000000258e+02 5.052651573611292163e-02 5.151590348773481959e-02
3.052110000000000127e+02 5.117946647988318165e-02 5.098510789362990098e-02
3.052185699999999997e+02 5.069272137998171585e-02 5.063090043116619254e-02
3.052261399999999867e+02 4.917312692175275501e-02 5.042909127174403927e-02
3.052336999999999989e+02 4.867450999014637930e-02 5.033674146756606654e-02
3.052412699999999859e+02 5.032469459712939075e-02 5.032891243770420270e-02
3.052488399999999729e+02 4.865076632673655255e-02 5.040550268129311007e-02
3.052564100000000167e+02 5.325703702824308855e-02 5.058155113415440524e-02
3.052640099999999848e+02 5.319767786971851820e-02 5.086623674711167331e-02
3.052715799999999717e+02 5.104887633112913103e-02 5.120447264013290589e-02
3.052791399999999840e+02 5.015848895326059653e-02 5.139869837904341432e-02
3.052867100000000278e+02 5.109636365794878454e-02 5.125554125704240988e-02
3.052942800000000148e+02 4.967174385335913767e-02 5.091933096565171707e-02
3.053018500000000017e+02 4.868638182185129615e-02 5.060991294254054557e-02
3.053094199999999887e+02 5.093015801407999033e-02 5.039702888005884174e-02
3.053169899999999757e+02 5.381501311837403462e-02 5.027238869247486336e-02
3.053245499999999879e+02 5.052651573611292163e-02 5.020891345356952307e-02
3.053321199999999749e+02 4.821150855365474025e-02 5.018212032900576380e-02
3.053396900000000187e+02 4.876948464378568632e-02 5.017670080661643106e-02
3.053472899999999868e+02 5.077582420191611295e-02 5.018492401364334915e-02
3.053548599999999738e+02 4.952928187290017020e-02 5.020349751089208529e-02
3.053624300000000176e+02 5.038405375565396110e-02 5.023177712176175869e-02
3.053700000000000045e+02 4.917312692175275501e-02 5.027113767054440518e-02
3.053775600000000168e+02 4.784348177080241515e-02 5.032524704861038312e-02
3.053851300000000037e+02 4.931558890221172248e-02 5.040059121376175982e-02
3.053926999999999907e+02 4.984982132893284179e-02 5.050476448498433107e-02
3.054002699999999777e+02 5.096577350919473393e-02 5.064185965862923883e-02
3.054078400000000215e+02 5.100138900430947753e-02 5.079880660802017084e-02
3.054154100000000085e+02 5.076395237021120305e-02 5.093239513685179909e-02
3.054229700000000207e+02 5.013474528985076978e-02 5.102214625254471864e-02
3.054305400000000077e+02 5.110823548965370139e-02 5.111647397094851164e-02
3.054381099999999947e+02 5.066897771657188909e-02 5.127931579723359057e-02
3.054456799999999816e+02 5.215295667968610632e-02 5.157837431776898102e-02
3.054532800000000066e+02 5.183241722365343473e-02 5.207210224283836258e-02
3.054608499999999935e+02 5.069272137998171585e-02 5.276003903062442824e-02
3.054684100000000058e+02 5.104887633112913103e-02 5.348972032018371042e-02
3.054759799999999927e+02 5.100138900430947753e-02 5.389806560423206216e-02
3.054835499999999797e+02 5.446796386214428770e-02 5.392697728819066672e-02
3.054911200000000235e+02 5.683045837142212953e-02 5.408678088967303760e-02
3.054986900000000105e+02 5.622499495447152301e-02 5.486930122414877126e-02
3.055062599999999975e+02 5.946600500991298249e-02 5.660314294696033866e-02
3.055138200000000097e+02 6.569871665499270319e-02 5.942803816817004287e-02
3.055213899999999967e+02 6.793062101551648746e-02 6.292044101472896167e-02
3.055289599999999837e+02 7.175335082449871282e-02 6.521996635109296447e-02
3.055365300000000275e+02 7.214512127076086467e-02 6.411930754917861963e-02
3.055441000000000145e+02 6.747949141072975832e-02 6.073068715617254559e-02
3.055516700000000014e+02 6.059382902187978454e-02 5.741393681865716164e-02
3.055592300000000137e+02 5.766148659076608674e-02 5.503307443550817940e-02
3.055668000000000006e+02 5.603504564719290204e-02 5.354613092299768951e-02
3.055743699999999876e+02 5.586884000332411476e-02 5.268638448015990766e-02
3.055819399999999746e+02 5.368442296961998400e-02 5.219603755346791107e-02
3.055895399999999995e+02 5.476475965476713254e-02 5.190400447917308674e-02
3.055971099999999865e+02 5.301960039414481407e-02 5.172152197074742636e-02
3.056046799999999735e+02 5.316206237460377459e-02 5.160314917898811693e-02
3.056122399999999857e+02 5.203423836263697255e-02 5.152701711693379039e-02
3.056198099999999727e+02 5.202236653093205571e-02 5.148076470033317170e-02
3.056273800000000165e+02 5.280590742345636635e-02 5.145699848165979917e-02
3.056349500000000035e+02 5.160685242126007710e-02 5.145083329110528014e-02
3.056425199999999904e+02 5.272280460152196924e-02 5.145918365090134533e-02
3.056500899999999774e+02 5.269906093811214248e-02 5.148050388015987938e-02
3.056576499999999896e+02 5.275842009663671284e-02 5.151491248317715405e-02
3.056652199999999766e+02 5.542958223024230247e-02 5.156474211416998271e-02
3.056727900000000204e+02 5.491909346693100991e-02 5.163402535867345211e-02
3.056803600000000074e+02 5.461042584260325516e-02 5.172662938698793789e-02
3.056879299999999944e+02 5.621312312276661310e-02 5.184031079817406212e-02
3.056954999999999814e+02 5.685420203483195628e-02 5.195221691016841531e-02
3.057030599999999936e+02 5.478850331817695929e-02 5.201648670385556478e-02
3.057106299999999806e+02 5.564327520093075019e-02 5.202882835834728159e-02
3.057182000000000244e+02 5.502593995227523377e-02 5.203386967668718194e-02
3.057257700000000114e+02 5.510904277420963088e-02 5.205758603682802965e-02
3.057333399999999983e+02 5.490722163522610000e-02 5.210369509270464800e-02
3.057409099999999853e+02 5.666425272755333531e-02 5.216852358335812012e-02
3.057484699999999975e+02 5.590445549843885142e-02 5.224725990749563842e-02
3.057560399999999845e+02 5.732907530302850524e-02 5.233679646573421995e-02
3.057636100000000283e+02 5.550081322047178967e-02 5.243551547846683758e-02
3.057711800000000153e+02 5.515653010102928439e-02 5.254331254362087922e-02
3.057787500000000023e+02 5.462229767430817201e-02 5.266107412623405315e-02
3.057863199999999892e+02 5.487160614011135640e-02 5.279027530431151111e-02
3.057938800000000015e+02 5.364880747450524040e-02 5.293210474667323084e-02
3.058014499999999884e+02 5.499032445716049711e-02 5.308657287947432524e-02
3.058090199999999754e+02 5.414742440611161611e-02 5.324850446860207587e-02
3.058165900000000192e+02 5.607066114230764564e-02 5.341318197429831272e-02
3.058241600000000062e+02 5.438486104020989059e-02 5.358918027677275764e-02
3.058317299999999932e+02 5.508529911079980412e-02 5.379156450659590416e-02
3.058392900000000054e+02 5.698479218358600690e-02 5.403658452980039661e-02
3.058468599999999924e+02 5.723410064938919128e-02 5.435159283336818414e-02
3.058544299999999794e+02 5.785143589804470771e-02 5.478061703985530329e-02
3.058620000000000232e+02 5.906236273194591380e-02 5.538125288385599421e-02
3.058695700000000102e+02 6.162667838020727956e-02 5.619488608807615693e-02
3.058771399999999971e+02 6.167416570702694001e-02 5.715994350837175220e-02
3.058847000000000094e+02 6.446404615768167035e-02 5.794233195381478380e-02
3.058922699999999963e+02 6.442843066256692675e-02 5.810265383011252449e-02
3.058998399999999833e+02 6.439281516745218314e-02 5.776495212314720906e-02
3.059074100000000271e+02 6.083126565597805901e-02 5.738460644693694351e-02
3.059149800000000141e+02 6.142485724122374868e-02 5.719590602927979162e-02
3.059225500000000011e+02 6.402478838459986499e-02 5.721804174019433364e-02
3.059301100000000133e+02 6.537817719896002466e-02 5.740040408041555131e-02
3.059376800000000003e+02 6.360927427492787944e-02 5.770063111152452795e-02
3.059452499999999873e+02 6.692151532059881225e-02 5.809327969073740938e-02
3.059528199999999742e+02 6.571058848669761310e-02 5.856582854008422767e-02
3.059603900000000181e+02 6.771692804482803973e-02 5.911612390800113220e-02
3.059679600000000050e+02 6.637541106217277609e-02 5.974979290114632718e-02
