RADICAL: OH
QUANTITY: LIFETIMES
UNITS   :ns
BAND  (A-X)3 - 2 
1  ,  873.6267  ,  872.9960  ,  0.2499  ,  0.2501  ,  0.0003  ,  0.0003  
2  ,  876.4111  ,  875.7155  ,  0.2344  ,  0.2392  ,  0.0003  ,  0.0003  
3  ,  880.5130  ,  879.9188  ,  0.2171  ,  0.2257  ,  0.0002  ,  0.0003  
4  ,  886.0337  ,  885.5815  ,  0.1979  ,  0.2092  ,  0.0002  ,  0.0002  
5  ,  892.9955  ,  892.6919  ,  0.1785  ,  0.1904  ,  0.0002  ,  0.0002  
6  ,  901.4637  ,  901.2935  ,  0.1570  ,  0.1707  ,  0.0002  ,  0.0002  
7  ,  911.5012  ,  911.4470  ,  0.1366  ,  0.1506  ,  0.0001  ,  0.0002  
8  ,  923.1536  ,  923.1981  ,  0.1176  ,  0.1308  ,  0.0001  ,  0.0001  
9  ,  936.4895  ,  936.6252  ,  0.0990  ,  0.1115  ,  0.0001  ,  0.0001  
10  ,  951.5744  ,  951.7974  ,  0.0822  ,  0.0937  ,  0.0001  ,  0.0001  
11  ,  968.5161  ,  968.8250  ,  0.0673  ,  0.0774  ,  0.0001  ,  0.0001  
12  ,  987.4200  ,  987.8162  ,  0.0543  ,  0.0630  ,  0.0001  ,  0.0001  
13  ,  1008.3910  ,  1008.8810  ,  0.0431  ,  0.0503  ,  0.0000  ,  0.0000  
14  ,  1031.5760  ,  1032.1670  ,  0.0337  ,  0.0396  ,  0.0000  ,  0.0000  
15  ,  1057.1580  ,  1057.8580  ,  0.0260  ,  0.0307  ,  0.0000  ,  0.0000  
16  ,  1085.3080  ,  1086.1260  ,  0.0197  ,  0.0234  ,  0.0000  ,  0.0000  
17  ,  1116.3060  ,  1117.2540  ,  0.0147  ,  0.0175  ,  0.0000  ,  0.0000  
18  ,  1150.4360  ,  1151.5260  ,  0.0109  ,  0.0129  ,  0.0000  ,  0.0000  
19  ,  1188.1080  ,  1189.3530  ,  0.0079  ,  0.0093  ,  0.0000  ,  0.0000  
20  ,  1229.8540  ,  1231.2680  ,  0.0056  ,  0.0067  ,  0.0000  ,  0.0000  
21  ,  1276.3500  ,  1277.9490  ,  0.0040  ,  0.0047  ,  0.0000  ,  0.0000  
22  ,  1328.4780  ,  1330.2800  ,  0.0027  ,  0.0033  ,  0.0000  ,  0.0000  
23  ,  1387.4840  ,  1389.5070  ,  0.0018  ,  0.0021  ,  0.0000  ,  0.0000  
24  ,  1454.9440  ,  1457.2080  ,  0.0012  ,  0.0013  ,  0.0000  ,  0.0000  
25  ,  1533.1140  ,  1535.6470  ,  0.0007  ,  0.0008  ,  0.0000  ,  0.0000  
26  ,  1625.0160  ,  1627.8500  ,  0.0004  ,  0.0005  ,  0.0000  ,  0.0000  
27  ,  1735.0080  ,  1738.1820  ,  0.0003  ,  0.0003  ,  0.0000  ,  0.0000  
28  ,  1869.6110  ,  1873.1790  ,  0.0001  ,  0.0001  ,  0.0000  ,  0.0000  
29  ,  2039.2990  ,  2043.3420  ,  0.0001  ,  0.0001  ,  0.0000  ,  0.0000  
30  ,  2269.4880  ,  2267.5070  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
31  ,  3413.5360  ,  3363.0090  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
32  ,  0.0000  ,  0.0000  ,  120000000000000.0000  ,  105000000000000.0000  ,  0.0000  ,  0.0000  
