       nan        nan        nan        nan        nan        nan        nan        nan        nan  627.95735        nan        nan        nan        nan        nan        nan        nan        nan  628.06322  629.73916        nan        nan        nan        nan        nan        nan        nan
 627.82912        nan        nan  626.30557        nan        nan        nan        nan        nan  627.93495  629.61020        nan  626.41089  628.07801        nan        nan        nan        nan  628.14686  629.83570  631.25321  626.62178  628.30242  629.71303        nan        nan        nan
 627.67828  629.35217        nan  626.13497  627.80062        nan  624.86552  626.52441        nan  627.89002  629.57748  630.99383  626.34566  628.02482  629.43419  625.07536  626.74771  628.15134  628.20812  629.91598  631.36569  626.66220  628.36166  629.80421  625.39062  627.08317  628.51985
 627.50443  629.18981  630.60442  625.93117  627.60810  629.01560  624.60983  626.27969  627.68122  627.82214  629.52790  630.97581  626.24729  627.94449  629.38512  624.92462  626.61465  628.04918  628.24662  629.97961  631.47080  626.66964  628.39394  629.87761  625.34519  627.06219  628.53958
 627.30694  629.00990  630.45543  625.69372  627.38792  628.82599  624.30688  625.99357  627.42525  627.73073  629.46087  630.94960  626.11533  627.83657  629.31761  624.72662  626.44023  627.91468  628.26196  630.02605  631.56705  626.64382  628.39883  629.93187  625.25278  626.99999  628.52621
 627.08518  628.81176  630.29741  625.42224  627.13966  628.61742  623.95869  625.66808  627.13890  627.61531  629.37577  630.91359  625.94957  627.70068  629.23032  624.48355  626.22646  627.74891  628.25351  630.05459  631.65284  626.58438  628.37589  629.96563  625.11539  626.89850  628.48076
 626.83856  628.59466  630.12866  625.11680  626.86325  628.38880  623.56737  625.30517  626.82313  627.47517  629.27179  630.86607  625.74992  627.53666  629.12215  624.19736  625.97523  627.55283  628.22067  630.06444  631.72641  626.49132  628.32494  629.97773  624.93508  626.75959  628.40414
 626.56642  628.35783  629.94747  624.77740  626.55858  628.13913  623.13486  624.90667  626.47888  627.30975  629.14817  630.80530  625.51650  627.34441  628.99204  623.87007  625.68835  627.32729  628.16284  630.05465  631.78595  626.36471  628.24569  629.96705  624.71382  626.58489  628.29715
 626.26829  628.10060  629.75221  624.40442  626.22582  627.86757  622.66301  624.47425  626.10682  627.11854  629.00406  630.72959  625.24961  627.12389  628.83910  623.50349  625.36731  627.07291  628.07947  630.02443  631.82984  626.20482  628.13816  629.93277  624.45337  626.37589  628.16043
 625.94375  627.82220  629.54124  623.99827  625.86504  627.57336  622.15351  624.00925  625.70744  626.90108  628.83873  630.63735  624.94965  626.87524  628.66263  623.09927  625.01346  626.79023  627.97004  629.97287  631.85649  626.01197  628.00230  629.87414  624.15530  626.13383  627.99453
 625.59251  627.52207  629.31316  623.55954  625.47655  627.25597  621.60789  623.51290  625.28114  626.65702  628.65146  630.52718  624.61713  626.59859  628.46206  622.65886  624.62790  626.47965  627.83420  629.89926  631.86456  625.78665  627.83824  629.79068  623.82106  625.85976  627.79989
 625.21433  627.19959  629.06664  623.08877  625.06053  626.91485  621.02750  622.98622  624.82823  626.38609  628.44162  630.39782  624.25257  626.29410  628.23693  622.18361  624.21160  626.14151  627.67161  629.80286  631.85278  625.52933  627.64604  629.68192  623.45191  625.55455  627.57687
 624.80908  626.85425  628.80057  622.58666  624.61729  626.54971  620.41357  622.43003  624.34892  626.08812  628.20861  630.24816  623.85661  625.96199  627.98694  621.67466  623.76532  625.77606  627.48199  629.68301  631.82004  625.24054  627.42584  629.54756  623.04892  625.21890  627.32569
 624.37672  626.48561  628.51396  622.05376  624.14697  626.16018  619.76727  621.84509  623.84345  625.76296  627.95192  630.07720  623.42970  625.60234  627.71171  621.13310  623.28973  625.38352  627.26517  629.53919  631.76542  624.92071  627.17774  629.38726  622.61313  624.85349  627.04664
