       nan        nan        nan        nan        nan        nan        nan        nan        nan 18346.58500        nan        nan        nan        nan        nan        nan        nan        nan 18343.79950 18301.12100        nan        nan        nan        nan        nan        nan        nan
18349.87800        nan        nan 18389.22750        nan        nan        nan        nan        nan 18347.09250 18304.41400        nan 18386.44200 18343.76350        nan        nan        nan        nan 18341.51800 18298.50500 18262.75450 18380.86750 18337.85450 18302.10400        nan        nan        nan
18353.68550 18311.00700        nan 18393.56250 18350.88400        nan 18426.50950 18383.83100        nan 18348.11100 18305.09800 18269.34750 18387.98800 18344.97500 18309.22450 18420.93500 18377.92200 18342.17150 18339.74350 18296.22750 18259.61300 18379.62050 18336.10450 18299.49000 18412.56750 18369.05150 18332.43700
18358.01900 18315.00600 18279.25550 18398.68900 18355.67600 18319.92550 18432.99950 18389.98650 18354.23600 18349.65150 18306.13550 18269.52100 18390.32150 18346.80550 18310.19100 18424.63200 18381.11600 18344.50150 18338.48200 18294.29650 18256.56750 18379.15200 18334.96650 18297.23750 18413.46250 18369.27700 18331.54800
18362.89500 18319.37900 18282.76450 18404.62000 18361.10400 18324.48950 18440.65150 18397.13550 18360.52100 18351.72550 18307.54000 18269.81100 18393.45050 18349.26500 18311.53600 18429.48200 18385.29650 18347.56750 18337.74600 18292.72500 18253.65650 18379.47100 18334.45000 18295.38150 18415.50250 18370.48150 18331.41300
18368.32800 18324.14250 18286.41350 18411.36350 18367.17800 18329.44900 18449.41600 18405.23050 18367.50150 18354.34850 18309.32750 18270.25900 18397.38400 18352.36300 18313.29450 18435.43650 18390.41550 18351.34700 18337.54700 18291.52900 18250.92400 18380.58250 18334.56450 18293.95950 18418.63500 18372.61700 18332.01200
18374.33600 18329.31500 18290.24650 18418.92350 18373.90250 18334.83400 18459.24300 18414.22200 18375.15350 18357.53450 18311.51650 18270.91150 18402.12200 18356.10400 18315.49900 18442.44150 18396.42350 18355.81850 18337.90000 18290.72900 18248.41650 18382.48750 18335.31650 18293.00400 18422.80700 18375.63600 18333.32350
18380.93350 18334.91550 18294.31050 18427.29850 18381.28050 18340.67550 18470.08400 18424.06600 18383.46100 18361.29900 18314.12800 18271.81550 18407.66400 18360.49300 18318.18050 18450.44950 18403.27850 18360.96600 18338.82000 18290.34750 18246.17800 18385.18500 18336.71250 18292.54300 18427.97050 18379.49800 18335.32850
18388.13400 18340.96300 18298.65050 18436.48150 18389.31050 18346.99800 18481.89350 18434.72250 18392.41000 18365.65500 18317.18250 18273.01300 18414.00250 18365.53000 18321.36050 18459.41450 18410.94200 18366.77250 18340.31950 18290.40500 18244.25350 18388.66700 18338.75250 18292.60100 18434.07900 18384.16450 18338.01300
18395.94950 18347.47700 18303.30750 18446.46300 18397.99050 18353.82100 18494.63250 18446.16000 18401.99050 18370.61400 18320.69950 18274.54800 18421.12750 18371.21300 18325.06150 18469.29700 18419.38250 18373.23100 18342.41050 18290.92350 18242.68200 18392.92400 18341.43700 18293.19550 18441.09350 18389.60650 18341.36500
