    8934.63935     9171.28085     9409.89885
    9169.37735     9408.68935     9649.96285
    9406.81735     9648.78135     9892.69135
    9646.93835     9891.53685    10138.06485
    9889.72335    10136.93685    10386.06385
   10135.15235    10384.96135    10636.66785
   10383.20535    10635.59135    10889.85735
   10633.86235    10888.80585    11145.61185
   10887.10335    11144.58385    11403.90985
   11142.90835    11402.90635    11664.73085
   11401.25635    11663.75135    11928.05385
   11662.12635    11927.09735    12193.85785
   11925.49735    12192.92335    12462.12035
   12191.34785    12461.20835    12732.81935
   12459.65585    12731.92885    13005.93335
   12730.39985    13005.06385    13281.43885
   13003.55785    13280.59085    13559.31385
   13279.10685    13558.48585    13839.53535
   13557.02435    13838.72785    14122.08035
   13837.28785    14121.29235    14406.92485
   14119.87335    14406.15635    14694.04535
   14404.75835    14693.29585    14983.41785
   14691.91785    14982.68735    15275.01835
   14981.32935    15274.30635    15568.82185
   15272.96785    15568.12785    15864.80435
   15566.80885    15864.12785    16162.93985
   15862.82785    16162.28135    16463.20385
   16161.00035    16462.56285    16765.57085
   16461.29985    16764.94685    17070.01585
   16763.70235    17069.40835    17376.51085
   17068.18085    17375.92035    17685.03135
   17374.70985    17684.45685    17995.55035
   17683.26385    17994.99185    18308.04135
   17993.81585    18307.49785    18622.47635
   18306.33835    18621.94835    18938.82935
   18620.80535    18938.31685    19257.07185
   18937.18935    19256.57485    19577.17685
   19255.46285    19576.69385    19899.11635
   19575.59785    19898.64785    20222.86185
   19897.56685    20222.40735    20548.38385
   20221.34185    20547.94435    20875.65535
   20546.89285    20875.22885    21204.64635
   20874.19235    21204.23385    21535.32785
   21203.21135    21534.92835    21867.66985
   21533.92085    21867.28435    22201.64335
   21866.29035    22201.27035    22537.21835
   22200.28985    22536.85785    22874.36335
   22535.89085    22874.01585    23213.04935
   22873.06235    23212.71385    23553.24435
   23211.77335    23552.92085    23894.91835
   23551.99335    23894.60685    24238.03885
   23893.69185    24237.73985    24582.57535
   24236.83735    24582.28785    24928.49585
   24581.39735    24928.22035    25275.76835
   24927.34185    25275.50385    25624.36035
   25274.63735    25624.10685    25974.23985
   25623.25235    25973.99735    26325.37285
   25973.15385    26325.14135    26677.72685
   26324.30885    26677.50635    27031.26985
   26676.68585    27031.05935    27385.96635
   27030.24935    27385.76635    27741.78385
   27384.96735    27741.59385    28098.68785
   27740.80535    28098.50735    28456.64335
   28097.72985    28456.47385    28815.61735
   28455.70585    28815.45635    29175.57385
   28814.69935    29175.42285    29536.47785
   29174.67535    29536.33585    29898.29485
   29535.59885    29898.16185    30260.98785
   29897.43435    30260.86485    30624.52285
   30260.14635    30624.40785    30988.86235
   30623.69885    30988.75685    31353.97085
   30988.05685    31353.87335    31719.81135
   31353.18285    31719.72235    32086.34685
   31719.03985    32086.26635    32453.54035
   32085.59285    32453.46785    32821.35535
   32452.80335    32821.29035    33189.75335
   32820.63435    33189.69635    33558.69685
   33189.04785    33558.64785    33928.14735
   33558.00735    33928.10585    34298.06735
   33927.47335    34298.03285    34668.41735
   34297.40785    34668.39035    35039.15885
   34667.77285    35039.13935    35410.25335
   35038.52935    35410.23985    35781.66035
   35409.63735    35781.65435    36153.34185
   35781.05835    36153.34185    36525.25585
   36152.75285    36525.26235    36897.36385
   36524.68085    36897.37685    37269.62535
   36896.80135    37269.64385    37641.99885
   37269.07535    37642.02385    38014.44485
   37641.46135    38014.47535    38386.92135
   38013.91885    38386.95735    38759.38635
   38386.40685    38759.42835    39131.79935
   38758.88335    39131.84685    39504.11885
   39131.30735    39504.17035    39876.30135
   39503.63735    39876.35785    40248.30535
   39875.82935    40248.36635    40620.08735
   40247.84335    40620.15385    40991.60535
