      21.40833        0.00000        0.00000
      24.55682       61.32433        0.00000
      30.86233       68.14733       98.95933
      40.33882       78.40283      110.54983
      53.00833       92.10783      125.93583
      68.89382      109.27883      145.07633
      88.02283      129.92782      167.92933
     110.42083      154.06383      194.45783
     136.11233      181.69033      224.62882
     165.12033      212.80983      258.41432
     197.46483      247.42033      295.79033
     233.16383      285.52032      336.73733
     272.23183      327.10683      381.23733
     314.68033      372.17633      429.27582
     360.52033      420.72433      480.84033
     409.75932      472.74732      535.91883
     462.40383      528.24182      594.50283
     518.45933      587.20333      656.58183
     577.92833      649.62783      722.14932
     640.81383      715.51133      791.19633
     707.11883      784.84932      863.71732
     776.84183      857.63883      939.70433
     849.98382      933.87433     1019.15133
     926.54433     1013.55333     1102.05233
    1006.52233     1096.66933     1188.40183
    1089.91583     1183.21933     1278.19233
    1176.72282     1273.19883     1371.41982
    1266.94083     1366.60182     1468.07783
    1360.56733     1463.42532     1568.15983
    1457.59883     1563.66383     1671.66033
    1558.03083     1667.31083     1778.57333
    1661.86132     1774.36333     1888.89333
    1769.08533     1884.81483     2002.61433
    1879.69783     1998.65933     2119.72883
    1993.69533     2115.89283     2240.23183
    2111.07233     2236.50833     2364.11633
    2231.82383     2360.50033     2491.37683
    2355.94433     2487.86233     2622.00532
    2483.42833     2618.58833     2755.99633
    2614.27083     2752.67183     2893.34232
    2748.46482     2890.10633     3034.03633
    2886.00483     3030.88533     3178.07133
    3026.88432     3175.00233     3325.44033
    3171.09683     3322.44883     3476.13533
    3318.63533     3473.21933     3630.14932
    3469.49283     3627.30432     3787.47383
    3623.66233     3784.69883     3948.10182
    3781.13732     3945.39333     4112.02483
    3941.90882     4109.38083     4279.23533
    4105.96983     4276.65283     4449.72383
    4273.31333     4447.20133     4623.48282
    4443.93033     4621.01783     4800.50333
    4617.81333     4798.09433     4980.77633
    4794.95283     4978.42132     5164.29332
    4975.34133     5161.99032     5351.04482
    5158.96983     5348.79233     5541.02183
    5345.82883     5538.81833     5734.21533
    5535.91033     5732.05883     5930.61433
    5729.20433     5928.50433     6130.21083
    5925.70082     6128.14532     6332.99333
    6125.39183     6330.97083     6538.95333
    6328.26632     6536.97233     6748.07883
    6534.31483     6746.13933     6960.36133
    6743.52683     6958.46083     7175.78833
    6955.89333     7173.92733     7394.35032
    7171.40233     7392.52683     7616.03683
    7390.04383     7614.24933     7840.83583
    7611.80633     7839.08383     8068.73583
    7836.68033     8067.01882     8299.72583
    8064.65383     8298.04283     8533.79533
    8295.71533     8532.14532     8770.93133
    8529.85383     8769.31333     9011.12233
    8767.05733     9009.53583     9254.35633
    9007.31432     9252.80033     9500.62082
    9250.61283     9499.09533     9749.90433
    9496.93983     9748.40783    10002.19333
    9746.28483    10000.72532    10257.47583
    9998.63383    10256.03533    10515.73833
   10253.97433    10514.32582    10776.96833
   10512.29383    10775.58183    11041.15233
   10773.57983    11039.79232    11308.27633
   11037.81833    11306.94233    11578.32833
   11304.99633    11577.01933    11851.29332
   11575.09983    11850.00883    12127.15833
   11848.11633    12125.89783    12405.90882
   12124.03133    12404.67183    12687.53033
   12402.83083    12686.31632    12972.00932
   12684.50033    12970.81782    13259.33033
   12969.02633    13258.16183    13549.47933
   13256.39382    13548.33233    13842.44132
   13546.58832    13841.31583    14138.20133
   13839.59433    14137.09683    14436.74383
   14135.39833    14435.65983    14738.05383
   14433.98333    14736.99032    15042.11583
   14735.33533    15041.07133    15348.91333
   15039.43833    15347.88933    15658.43182
   15346.27633    15657.42633    15970.65433
   15655.83483    15969.66783    16285.56483
   15968.09583    16284.59683    16603.14682
   16283.04533    16602.19733    16923.38483
   16600.66483    16922.45333    17246.26033
   16920.93933    17245.34683    17571.75833
   17243.85182    17570.86132    17899.86083
   17569.38533    17898.98082    18230.55032
   17897.52233    18229.68732    18563.80982
   18228.24683    18562.96333    18899.62232
   18561.54082    18898.79233    19237.96983
   18897.38683    19237.15533    19578.83383
   19235.76683    19578.03532    19922.19682
   19576.66333    19921.41433    20268.04083
   19920.05883    20267.27383    20616.34783
   20265.93433    20615.59483    20967.09833
   20614.27133    20966.36033    21320.27432
   20965.05282    21319.55083    21675.85582
   21318.25833    21675.14733    22033.82582
   21673.86983    22033.13083    22394.16333
   22031.86833    22393.48233    22756.84983
   22392.23482    22756.18283    23121.86583
   22754.94983    23121.21233    23489.19083
   23119.99333    23488.55083    23858.80633
   23487.34632    23858.17933    24230.69132
   23856.98883    24230.07732    24604.82582
   24228.90033    24604.22483    24981.18932
   24603.06133    24980.60133    25359.76183
   24979.45133    25359.18583    25740.52233
   25358.04932    25739.95933    26123.45033
   25738.83533    26122.89883    26508.52383
   26121.78782    26507.98433    26895.72233
   26506.88583    26895.19483    27285.02483
   26894.10883    27284.50932    27676.40933
   27283.43533    27675.90532    28069.85383
   27674.84333    28069.36132    28465.33733
   28068.31083    28464.85533    28862.83682
   28463.81782    28862.36633    29262.33083
   28861.33983    29261.87183    29663.79732
   29260.85683    29663.34883    30067.21283
   29662.34483    30066.77483    30472.55533
   30065.78233    30472.12783    30879.80133
   30471.14633    30879.38432    31288.92832
   30878.41383    31288.52183    31699.91333
   31287.56183    31699.51683    32112.73283
   31698.56733    32112.34583    32527.36233
   32111.40682    32526.98583    32943.77933
   32526.05733    32943.41282    33361.95983
   32942.49432    33361.60283    33781.87932
   33360.69432    33781.53182    34203.51433
   33780.63383    34203.17633    34626.83983
   34202.28782    34626.51082    35051.83132
   34625.63232    35051.51183    35478.46433
   35050.64233    35478.15433    35906.71433
   35477.29433    35906.41283    36336.55582
   35905.56283    36336.26333    36767.96382
   36335.42232    36767.67983    37200.91282
   36766.84783    37200.63782    37635.37732
   37199.81482    37635.11082    38071.33183
   37634.29682    38071.07332    38508.75033
   38070.26832    38508.50033    38947.60682
   38507.70383    38947.36532    39387.87483
   38946.57682    39387.64133    39829.52883
   39386.86182    39829.30282    40272.54132
   39828.53182    40272.32382    40716.88632
   40271.56082    40716.67632    41162.53632
   40715.92182    41162.33482    41609.46532
   41161.58832    41609.27132    42057.64532
   41608.53232    42057.45832    42507.04882
   42056.72782    42506.86983    42957.64932
   42506.14632    42957.47682    43409.41732
   42956.76182    43409.25282    43862.32732
   43408.54482    43862.16932    44316.34932
   43861.46882    44316.19833    44771.45582
   44315.50583    44771.31233    45227.61882
