 435.45432  435.40276    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 435.49931  435.39615  435.34461  435.64892  435.53960    0.00000    0.00000    0.00000    0.00000
 435.53764  435.38279  435.27969  435.68660  435.52250  435.41325  435.82504  435.64528    0.00000
 435.56917  435.36248  435.20776  435.71552  435.49653  435.33258  435.84861  435.60938  435.42980
 435.59366  435.33496  435.12850  435.73551  435.46149  435.24275  435.86081  435.56245  435.32354
 435.61076  435.29992  435.04158  435.74635  435.41721  435.14360  435.86211  435.50500  435.20713
 435.62021  435.25702  434.94669  435.74788  435.36356  435.03500  435.85299  435.43752  435.08110
 435.62168  435.20596  434.84346  435.74008  435.30051  434.91698  435.83382  435.36038  434.94585
 435.61495  435.14650  434.73169  435.72296  435.22811  434.78957  435.80492  435.27388  434.80165
 435.59974  435.07843  434.61115  435.69649  435.14641  434.65287  435.76653  435.17826  434.64875
 435.57590  435.00158  434.48171  435.66076  435.05547  434.50701  435.71885  435.07368  434.48728
 435.54329  434.91582  434.34324  435.61583  434.95541  434.35208  435.66201  434.96027  434.31734
 435.50177  434.82109  434.19570  435.56174  434.84628  434.18819  435.59615  434.83814  434.13904
 435.45133  434.71733  434.03909  435.49859  434.72817  434.01544  435.52132  434.70734  433.95241
 435.39189  434.60455  433.87340  435.42641  434.60118  433.83394  435.43763  434.56794  433.75752
 435.32344  434.48271  433.69865  435.34525  434.46535  433.64377  435.34514  434.42004  433.55441
 435.24600  434.35189  433.51491  435.25520  434.32076  433.44499  435.24388  434.26361  433.34309
 435.15957  434.21211  433.32224  435.15628  434.16747  433.23768  435.13393  434.09874  433.12361
 435.06418  434.06340  433.12071  435.04857  434.00554  433.02194  435.01536  433.92550  432.89605
 434.95986  433.90585  432.91038  434.93211  433.83506  432.79783  434.88819  433.74392  432.66042
 434.84665  433.73947  432.69135  434.80696  433.65605  432.56541  434.75246  433.55405  432.41678
 434.72460  433.56436  432.46369  434.67317  433.46861  432.32476  434.60826  433.35592  432.16518
 434.59377  433.38058  432.22750  434.53080  433.27278  432.07594  434.45563  433.14963  431.90567
